ID,Sentence 1,Sentence 2,Manual Similarity
1120,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,2.666666667
1121,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,2.666666667
1122,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,2.666666667
1123,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,4
1124,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,3
1125,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,3
1126,ஒருவா் விரைவாக ஓடுகின்றாா்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,3
1127,ஒருவர் பந்துடன் ஓடுகிறார்.,கடைசி நேரத்தில் வீரன் களத்தில் குதிக்கிறான்.,0
1128,மணலில் ஒரு வாகனம் செல்கின்றது.,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,3
1129,மணலில் ஒரு வாகனம் செல்கின்றது.,வண்டி ஒன்று மணலில் சறுக்குகிறது,3
1130,மணலில் ஒரு வாகனம் செல்கின்றது.,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0
1131,மணலில் ஒரு வாகனம் செல்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,2.333333333
1132,மணலில் ஒரு வாகனம் செல்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,2
1133,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,1.666666667
1134,மணலில் ஒரு வாகனம் செல்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1.666666667
1135,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,5
1136,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வண்டி ஒன்று மணலில் சறுக்குகிறது,2.333333333
1137,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0
1138,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,2
1139,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,2
1140,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,3
1141,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1142,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,2
1143,வண்டி ஒன்று மணலில் சறுக்குகிறது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,1
1144,வண்டி ஒன்று மணலில் சறுக்குகிறது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,3
1145,வண்டி ஒன்று மணலில் சறுக்குகிறது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,3
1146,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,3
1147,வண்டி ஒன்று மணலில் சறுக்குகிறது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1148,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,3
1149,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0
1150,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0
1151,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0
1152,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1153,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0
1154,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,1
1155,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,1
1156,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1157,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,3
1158,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,3
1159,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1160,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,3
1161,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,1
1162,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,3
1163,இயந்திரம் தொழிற்பாட்டில் உள்ளது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,1
1164,விளையாட்டு பொருள் மணனலில் பயணிக்கிறது.,நவீன உழவு இயந்திரம் நிலத்தை பண்படுத்துகின்றது.,0
1165,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,3
1166,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,1
1167,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,4
1168,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,4
1169,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,3.333333333
1170,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,3
1171,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1172,மைதானத்தில் 3 நபர்கள் பந்தைப் பிடிக்க முயற்சிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,0
1173,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,1
1174,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,4
1175,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,3
1176,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,3
1177,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,2
1178,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1179,கால்பந்து வீரர் மூவர் பந்துக்காக மோதுகின்றனர்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1180,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,1
1181,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,1
1182,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,1
1183,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,3
1184,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1185,வீரர் ஒருவர் பந்தை பிடித்து விட்டார்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1186,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,3
1187,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,3
1188,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,2
1189,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1190,ஒரு பந்துக்கு மூன்று விளையாட்டு வீரர்கள் போட்டியிடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1191,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,5
1192,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,2
1193,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1194,பந்தை பிடிப்பதற்காக வீர்ர்கள் போராடுகின்றார்கள்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1195,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,2
1196,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1197,வீரர்கள் பந்தைபெற போராடுகின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1198,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,0
1199,ஒரு பந்தை மூவர் பிடிக்கின்றனர்.,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1200,வீரா்கள் தங்களுக்கான எல்லையை தாண்ட உள்ளனா்,வீரர்கள் றக்பி விளையாட்டில் ஈடுபடுகின்றனர்,1
1201,மூவர் ஒரே நேரத்தில் பாய்கின்றனர்.,எட்டாக்கனியை எட்டிப் பிடிக்கும் வீரர்கள்.,3
1202,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,1
1203,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,கார் ஒன்று தார் பாதையில் செல்கின்றது,4
1204,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,3.666666667
1205,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,2.666666667
1206,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,2.666666667
1207,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,2.666666667
1208,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,3
1209,வீதியில் ஒரு கார் வெகமாகச் செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,1
1210,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,கார் ஒன்று தார் பாதையில் செல்கின்றது,1.333333333
1211,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,1.333333333
1212,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,1.333333333
1213,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,1
1214,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,1
1215,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,காா் உயா் வேகத்தில் உள்ளது,1.333333333
1216,வெட்ட வெளியில் கார் ஒன்று தனியாக நிற்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,3
1217,கார் ஒன்று தார் பாதையில் செல்கின்றது,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,4
1218,கார் ஒன்று தார் பாதையில் செல்கின்றது,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,2.666666667
1219,கார் ஒன்று தார் பாதையில் செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,3.666666667
1220,கார் ஒன்று தார் பாதையில் செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,3.333333333
1221,கார் ஒன்று தார் பாதையில் செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,3.333333333
1222,கார் ஒன்று தார் பாதையில் செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,2
1223,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,1.333333333
1224,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,1.666666667
1225,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,மகிழுந்து ஒன்று செல்கின்றது.,2.333333333
1226,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,4
1227,வெள்ளைக்கார் பயணித்துக் கொண்டிருக்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,3
1228,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,1.666666667
1229,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,மகிழுந்து ஒன்று செல்கின்றது.,1.666666667
1230,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,காா் உயா் வேகத்தில் உள்ளது,3.666666667
1231,வாகனம் ஒன்று மிகவும் வேகமாக செல்கின்றது,விளையாட்டு அரங்கில் கார் நிறகிறது,1.666666667
1232,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,மகிழுந்து ஒன்று செல்கின்றது.,0
1233,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,காா் உயா் வேகத்தில் உள்ளது,1
1234,மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,விளையாட்டு அரங்கில் கார் நிறகிறது,2
1235,மகிழுந்து ஒன்று செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,1.666666667
1236,மகிழுந்து ஒன்று செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,4
1237,காா் உயா் வேகத்தில் உள்ளது,விளையாட்டு அரங்கில் கார் நிறகிறது,2
1238,வாகனம் வேகமாக திரும்புகிறது.,கிளித்தட்டு விளையாடும் விசித்திர கார்.,2
1239,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,0
1240,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,பனி காலத்தில் விளையாடுகின்றார்கள்,1
1241,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,1.333333333
1242,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,1.333333333
1243,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.666666667
1244,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",3
1245,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,3
1246,மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,2
1247,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,பனி காலத்தில் விளையாடுகின்றார்கள்,1.666666667
1248,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,2.333333333
1249,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,அணியினர் வெற்றி பெற போராடுகின்றனர்,4
1250,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.666666667
1251,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",5
1252,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2
1253,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1
1254,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,2.666666667
1255,பனி காலத்தில் விளையாடுகின்றார்கள்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0
1256,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1
1257,பனி காலத்தில் விளையாடுகின்றார்கள்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",2.666666667
1258,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,1.333333333
1259,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.333333333
1260,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0
1261,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,2
1262,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",3.666666667
1263,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2
1264,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1
1265,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,5
1266,அணியினர் வெற்றி பெற போராடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1.333333333
1267,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0
1268,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,5
1269,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1.333333333
1270,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2
1271,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1
1272,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,4
1273,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,3
1274,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,3
1275,எல்லோரும் விளையாட்டில் ஆர்வமாக உள்ளனர்.,விறுவிறுப்பாக ஹொக்கியில் ஈடுபட்டுக் கொண்டுள்ளனர்.,3
1276,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,குதிரை சாகசம் நடக்கின்றது,2.666666667
1277,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,4
1278,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,5
1279,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,5
1280,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5
1281,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,5
1282,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5
1283,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5
1284,குதிரை சாகசம் நடக்கின்றது,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,4
1285,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,3.666666667
1286,குதிரை சாகசம் நடக்கின்றது,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,3.666666667
1287,குதிரை சாகசம் நடக்கின்றது,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,3.666666667
1288,குதிரை சாகசம் நடக்கின்றது,ஒருவன் குதிரையில் செல்கின்றான்.,3.666666667
1289,குதிரை சாகசம் நடக்கின்றது,ஒருவா் குதிரையை ஓட்டுகிறாா்,4
1290,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4
1291,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,2
1292,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,5
1293,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5
1294,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,5
1295,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,5
1296,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.333333333
1297,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,4
1298,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5
1299,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவன் குதிரையில் செல்கின்றான்.,4.666666667
1300,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5
1301,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5
1302,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,4.333333333
1303,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,5
1304,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,5
1305,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.666666667
1306,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,4
1307,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,4.666666667
1308,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.333333333
1309,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5
1310,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5
1311,ஒருவா் குதிரையை ஓட்டுகிறாா்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.333333333
1312,குதிரை தாவிப் பாய்கிறது.,பந்தையத்தை வெல்ல பய்ந்து ஓடுகிறார்கள்.,4.333333333
1313,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,3.666666667
