ID,sentence1,sentence2,manual_similarity
2348,கார்ப்பந்தயத்தில் வீரர்கள் ஈடுபடுகின்றனர்,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,1.00
2349,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,0.53
2350,நான்கு அதிவேக மகிழூந்துகள் ஒன்றின் பின் ஒன்றாக செல்கின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,0.40
2351,போர்முலா கார்கள் ஓடுபாதையில் வளைவில் திரும்புகின்றன.,மனிதர்கள் கார் ஓடடபந்தயத்துக்காக கார்களை ஓட்டிய வண்ணம் செல்கின்றனர்,0.40
2352,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் வீரர் பயணிக்கின்றார்,0.47
2353,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,0.93
2354,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.40
2355,ஒருவர் மலைப்பாதையில் மிதிவண்டியில் செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.40
2356,சைக்கிளில் வீரர் பயணிக்கின்றார்,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,0.60
2357,சைக்கிளில் வீரர் பயணிக்கின்றார்,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.60
2358,சைக்கிளில் வீரர் பயணிக்கின்றார்,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.60
2359,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,0.33
2360,சாகச வீரரொருவர் துவிச்சக்கர வண்டியுடன் மேடு பள்ளங்களில் பாய்ந்து செல்கின்றார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.33
2361,விளையாட்டு வீரர் சைக்கிளில் பள்ளத்தை தாண்டுகிறார்.,சைக்கிளில் ஒருவர் பாய்ந்து செல்கின்றார்,0.73
2362,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,0.40
2363,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,0.40
2364,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.80
2365,ஓட்டப்பந்தயக்கார் வேகமாக புழூதியைக் கிளப்பியபடி வருகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.80
2366,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,0.53
2367,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.53
2368,கார்ப்பந்தயத்தில் வீரர் ஈடுபடுகிறார்,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.40
2369,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,0.40
2370,மணல் பாதையில் விரைந்து செல்லும் மகிழூந்தை பார்வையாளர்கள் பார்த்து மகிழ்கின்றர்.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.40
2371,கார் புழுதி கிளம்ப பாதையில் ஓடுகின்றது.,கார் ஓட்டப்பந்தயத்தில் ஒரு கார் வேகமாக செல்கிறது,0.67
2372,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,1.00
2373,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சாகச வீரரொருவர் தனது மிதிவண்டியுடன் தலைகீழாக வளியில் மிதக்கின்றார்.,0.60
2374,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,சைக்கிளோட்டி நாடு வானில் சைக்கிளுடன் கரணம் அடிக்கிறார்.,0.60
2375,ஒருவர் மிதிவண்டியுடன் சாகசத்தில் ஈடுபடுகின்றார்.,ஒருவர் சைக்கிளில் சாகசம் செய்துகாட்டுகின்றார்,1.00
2376,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சாகச வீரரொருவர் தனது மிதிவண்டியுடன் தலைகீழாக வளியில் மிதக்கின்றார்.,0.60
2377,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,சைக்கிளோட்டி நாடு வானில் சைக்கிளுடன் கரணம் அடிக்கிறார்.,0.47
2378,சைக்கிளில் வீரர் சாகசம் செய்கிறார்,ஒருவர் சைக்கிளில் சாகசம் செய்துகாட்டுகின்றார்,1.00
2379,சாகச வீரரொருவர் தனது மிதிவண்டியுடன் தலைகீழாக வளியில் மிதக்கின்றார்.,சைக்கிளோட்டி நாடு வானில் சைக்கிளுடன் கரணம் அடிக்கிறார்.,0.33
2380,சாகச வீரரொருவர் தனது மிதிவண்டியுடன் தலைகீழாக வளியில் மிதக்கின்றார்.,ஒருவர் சைக்கிளில் சாகசம் செய்துகாட்டுகின்றார்,0.60
2381,ஒருவர் சைக்கிளில் சாகசம் செய்துகாட்டுகின்றார்,ஒருவர் சைக்கிளில் சாகசம் செய்துகாட்டுகின்றார்,1.00
2382,கூடைப்பந்தாட்டப்போட்டியில் கூடையில் பந்தைப்போடுவதற்கு இருவர் முயற்சிக்க இருவர் தடுக்கின்றனர்.,கூடைப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.40
2383,கூடைப்பந்தாட்டப்போட்டியில் கூடையில் பந்தைப்போடுவதற்கு இருவர் முயற்சிக்க இருவர் தடுக்கின்றனர்.,கூடைப்பந்தாட்ட வீரர்கள் ஆக்ரோசத்துடன் எதிரணி வீரர்களை எதிர்த்து பந்தைக் கூடைக்குள் வீழ்த்த முயற்சிக்கின்றனர்.,0.67
2384,கூடைப்பந்தாட்டப்போட்டியில் கூடையில் பந்தைப்போடுவதற்கு இருவர் முயற்சிக்க இருவர் தடுக்கின்றனர்.,ஒரு அணி பந்தை கூண்டில் போட முயற்சிக்க மறு அணி அதை தடுக்கின்றது.,0.60
2385,கூடைப்பந்தாட்டப்போட்டியில் கூடையில் பந்தைப்போடுவதற்கு இருவர் முயற்சிக்க இருவர் தடுக்கின்றனர்.,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,0.60
2386,கூடைப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,கூடைப்பந்தாட்ட வீரர்கள் ஆக்ரோசத்துடன் எதிரணி வீரர்களை எதிர்த்து பந்தைக் கூடைக்குள் வீழ்த்த முயற்சிக்கின்றனர்.,0.40
2387,கூடைப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,ஒரு அணி பந்தை கூண்டில் போட முயற்சிக்க மறு அணி அதை தடுக்கின்றது.,0.40
2388,கூடைப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,0.27
2389,கூடைப்பந்தாட்ட வீரர்கள் ஆக்ரோசத்துடன் எதிரணி வீரர்களை எதிர்த்து பந்தைக் கூடைக்குள் வீழ்த்த முயற்சிக்கின்றனர்.,ஒரு அணி பந்தை கூண்டில் போட முயற்சிக்க மறு அணி அதை தடுக்கின்றது.,0.47
2390,கூடைப்பந்தாட்ட வீரர்கள் ஆக்ரோசத்துடன் எதிரணி வீரர்களை எதிர்த்து பந்தைக் கூடைக்குள் வீழ்த்த முயற்சிக்கின்றனர்.,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,0.60
2391,ஒரு அணி பந்தை கூண்டில் போட முயற்சிக்க மறு அணி அதை தடுக்கின்றது.,கூடைப்பந்தாட்ட போட்டியில் போட்டியாளர்கள் கூடையில் பந்தை போட முயற்சி செய்கின்றனர்,0.67
2392,கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,வீரர் கராத்தையில் சாகசம் செய்கிறார்,0.40
2393,கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,0.60
2394,கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,0.33
2395,கராத்தே வீரர் வரிசையாக அடுக்கப்பட்டுள்ள ஜஸ்கட்டிகளை காலால் உதைத்து தகர்க்கின்றார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,0.47
2396,வீரர் கராத்தையில் சாகசம் செய்கிறார்,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,0.20
2397,வீரர் கராத்தையில் சாகசம் செய்கிறார்,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,0.00
2398,வீரர் கராத்தையில் சாகசம் செய்கிறார்,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,0.00
2399,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,0.27
2400,பாரிய குளிர்கட்டியொன்றை வீரரொருவர் காலால் உடைக்கின்றார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,0.67
2401,பலவான் ஒரு அடியில் பொருள்களை உடைக்கிறார்.,ஒருவர் ஐஸ் கட்டியை காலால் உடைக்கின்றார்,0.20
2402,ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,போட்டியின்போது விபத்து நடந்துள்ளது,0.60
2403,ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,0.40
2404,ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.00
2405,ஓட்டப்பந்தயக்கார்கள் இரண்டு விபத்துக்குள்ளாகியுள்ளன.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,0.40
2406,போட்டியின்போது விபத்து நடந்துள்ளது,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,0.27
2407,போட்டியின்போது விபத்து நடந்துள்ளது,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.00
2408,போட்டியின்போது விபத்து நடந்துள்ளது,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,0.20
2409,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,0.00
2410,காரோட்டப்பந்தயமொன்றில் வீரரொருவர் வீழ்கின்றார்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,1.00
2411,விளையாட்டு வீரர்கள் விளையாட்டில் மும்முரமாக ஈடுபட்டுள்ளனர்.,கார் பந்தயத்தில் ஒரு போட்டியாளர் கீழே விழுகிறார்,0.00
2412,பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,0.80
2413,பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,0.67
2414,பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,0.47
2415,பனிச்சறுக்கு வீரரொருவர் பனிச்சறுக்கில் ஈடுபடுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,0.87
2416,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,0.60
2417,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,0.60
2418,பனிச்சறுக்கலில் வீரர் சாகசம் செய்கிறார்,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,0.53
2419,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,0.53
2420,ஒருவர் பனிமலையில் சறுக்குகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,1.00
2421,பனி சறுக்கல் வீரர் பறந்து சாகசம் காட்டுகின்றார்.,பனி மலையில் சறுக்கியவண்ணம் ஒருவர் செல்கிறார்,0.53
2422,ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,1.00
2423,ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,0.80
2424,ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,0.60
2425,ஒருவர் மலையில் ஏறிக்கொண்டிருக்கின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,0.80
2426,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,0.80
2427,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,0.20
2428,வீரர் ஒருவர் மலையில் ஏறுகின்றார்,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,0.60
2429,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,1.00
2430,ஒருவர் கயிற்றினைப்பிடித்தவாறு மலை ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,1.00
2431,நபர் ஒருவர் உடலில் கயிறு கட்டி செங்குத்தான மலையில் ஏறுகின்றார்.,ஒருவர் கயிற்றை பிடித்தவண்ணம் மலையில் ஏறுகிறார்,0.20
2432,பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,0.33
2433,பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,0.73
2434,பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,0.47
2435,பூப்பந்தாட்ட வீராங்கனை ஒருவர் பூப்பந்தை அடிக்க முயலுகின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.53
2436,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,0.07
2437,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,0.00
2438,வீரங்கனை விம்பிள்டன் விளையாடுகின்றார்,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.13
2439,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,0.73
2440,பூப்பந்தாட்ட வீராங்கனை பந்தை அடிக்க எத்தனிக்கின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.60
2441,டென்னிஸ் வீராங்கனை பந்தை அடிக்க துடுப்பை ஓங்குகின்றார்.,ஒரு வீராங்கனை பூ பந்தாட்ட போட்டியில் பூ பந்தை அடிக்க முயற்சிக்கின்றார்,0.27
2442,யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,0.60
2443,யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,0.67
2444,யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,0.60
2445,யுவதியொருவர் கடற்கரையில் அலைகளினூடு பாய்ந்தோடுகின்றார்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,0.60
2446,ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,0.27
2447,ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,0.47
2448,ஒரு பெண் நீரின் மேலாக பாய்கின்றாள்,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,0.67
2449,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,0.87
2450,பெண்ணொருத்தி நீரைத்தாண்டிப் பாய்கின்றாள்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,0.60
2451,பெண்மணி ஒருவர் நீர்நிலை ஒன்றை பாய்ந்து தாண்டுகின்றார்.,ஒரு பெண் தண்ணீரை தாண்டி பாய்கின்றார்,0.93
2452,நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,0.87
2453,நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,0.87
2454,நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,0.60
2455,நான்கு சிறுவர்கள் கூடைப்பந்தாட்ட விளையாட்டில் ஈடுபடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,0.93
2456,கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,0.40
2457,கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,0.73
2458,கூடைப்பந்தாட்டத்தில் பிள்ளைகள் ஈடுபடுகின்றனர்,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,0.47
2459,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,0.80
2460,சிறுவர்கள் மகிழ்வாக கூடைப்பந்து விளையாடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,0.33
2461,சிறுவர்கள் பந்தை கூடையில் போடா மும்முரமாக போராடுகின்றனர்.,சிறுவர்கள் கூடையில் பந்தை போட முயற்சிக்கின்றனர்,0.27
2462,கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,0.27
2463,கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,0.00
2464,கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,0.13
2465,கூடைப்பந்தாட்ட விளையாட்டில் ஒருவர் பந்தை அடிக்க முயல மற்றொருவர் அதனை தடுக்கின்றார்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,0.00
2466,வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,0.27
2467,வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,0.00
2468,வலைப்பந்தில் வீரங்கனைகள் ஈடுபடுகின்றனர்,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,0.80
2469,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,0.40
2470,கூடைப்பந்தாட்ட வீராங்கனை பந்தை தடுக்க முயற்சிக்கின்றார்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,0.47
2471,விளையாட்டின் இரு வீரர்கள் மோதுண்டனர்.,வீராங்கனைகள் போட்டியில் பந்தை பிடிக்க முயற்சிசெய்கின்றனர்,0.47
2472,ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,ஒருவர் இசைக்கருவியை மீட்டுகிறார்,0.27
2473,ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,0.60
2474,ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,0.33
2475,ஒருவர் கிற்றார் இசைக்கருவியை இசைக்கின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,0.67
2476,ஒருவர் இசைக்கருவியை மீட்டுகிறார்,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,0.13
2477,ஒருவர் இசைக்கருவியை மீட்டுகிறார்,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,0.13
2478,ஒருவர் இசைக்கருவியை மீட்டுகிறார்,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,0.40
2479,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,0.67
2480,பாடகர் கித்தாரை இசைத்தவாறு பாடுகின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,0.73
2481,கலைஞன் தனது இசையால் எல்லோரையும் மகிழ்விக்கின்றார்.,ஒருவர் கிட்டார் வாசித்த வண்ணம் உள்ளார்,0.93
2482,கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,0.47
2483,கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,0.47
2484,கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,0.40
2485,கால்ப்பந்தாட்டத்தில் வீரரொருவர் பந்தை அடிக்கின்றார்.,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,0.40
2486,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,1.00
2487,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,0.40
2488,கால்ப்பந்தாட்டத்தில் வீரர்கள் ஈடுபடுகின்றனர்,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,0.40
2489,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,கால்பந்து வீரர்கள் பந்தை ஒருவரிடம் இருந்து ஒருவர் பறிக்க நினைக்கின்றனர்.,0.40
2490,விளையாட்டு வீரர்கள் காற்பந்து விளையாடுகின்றனர்.,உதைபந்தாடட போட்டியில் பந்தை பிடிக்க போட்டியாளர்கள் முயற்சிசெய்கின்றனர்,0.53
