ID,sentence1,sentence2,manual_similarity
1254,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.2
1255,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,0.53334
1256,பனி காலத்தில் விளையாடுகின்றார்கள்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0
1257,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.2
1258,பனி காலத்தில் விளையாடுகின்றார்கள்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.53334
1259,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.26666
1260,பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.26666
1261,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0
1262,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,0.4
1263,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.73334
1264,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.4
1265,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.2
1266,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1
1267,அணியினர் வெற்றி பெற போராடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.26666
1268,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0
1269,அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1
1270,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",0.26666
1271,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.4
1272,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.2
1273,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.8
1274,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.6
1275,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,0.6
1276,எல்லோரும் விளையாட்டில் ஆர்வமாக உள்ளனர்.,விறுவிறுப்பாக ஹொக்கியில் ஈடுபட்டுக் கொண்டுள்ளனர்.,0.6
1277,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,குதிரை சாகசம் நடக்கின்றது,0.53334
1278,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,0.8
1279,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,1
1280,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,1
1281,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1
1282,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,1
1283,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1
1284,குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1
1285,குதிரை சாகசம் நடக்கின்றது,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,0.8
1286,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,0.73334
1287,குதிரை சாகசம் நடக்கின்றது,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,0.73334
1288,குதிரை சாகசம் நடக்கின்றது,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,0.73334
1289,குதிரை சாகசம் நடக்கின்றது,ஒருவன் குதிரையில் செல்கின்றான்.,0.73334
1290,குதிரை சாகசம் நடக்கின்றது,ஒருவா் குதிரையை ஓட்டுகிறாா்,0.8
1291,குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.8
1292,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,0.4
1293,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,1
1294,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1
1295,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,1
1296,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,1
1297,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.86666
1298,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,0.8
1299,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,1
1300,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவன் குதிரையில் செல்கின்றான்.,0.93334
1301,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1
1302,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1
1303,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,0.86666
1304,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,1
1305,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,1
1306,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.93334
1307,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,0.8
1308,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,0.93334
1309,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.86666
1310,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,1
1311,ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,1
1312,ஒருவா் குதிரையை ஓட்டுகிறாா்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,0.86666
1313,குதிரை தாவிப் பாய்கிறது.,பந்தையத்தை வெல்ல பய்ந்து ஓடுகிறார்கள்.,0.86666
1314,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,0.73334
1315,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,0.2
1316,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,0.26666
1317,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,0.2
1318,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,0.26666
1319,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,0.26666
1320,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,0.26666
1321,ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.53334
1322,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,1
1323,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,0.26666
1324,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,0.8
1325,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,0.26666
1326,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,1
1327,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1
1328,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.53334
1329,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,0.26666
1330,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,0.26666
1331,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,0.2
1332,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,0.2
1333,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,0.26666
1334,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.46666
1335,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,0.26666
1336,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,0.2
1337,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,0.8
1338,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,0.8
1339,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.8
1340,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,0.2
1341,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,1
1342,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1
1343,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.86666
1344,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,0.2
1345,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1
1346,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.8
1347,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,0.26666
1348,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.8
1349,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,0.2
1350,வீராங்கனை பூபந்து விளையாடுகிறார்.,அக்கா வெறிகொண்டு பூப்பந்து விளையாடுகிறார்.,0.8
1351,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,சைக்கிள் சாகச வீரர் மதிலின் மேல்,0.6
1352,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,0.4
1353,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,0.2
1354,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,0.53334
1355,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,0.53334
1356,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0
1357,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.2
1358,ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.26666
1359,சைக்கிள் சாகச வீரர் மதிலின் மேல்,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,0.53334
1360,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,0.26666
1361,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,0.46666
1362,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,0.53334
1363,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.4
1364,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.53334
1365,சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.26666
1366,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,0.8
1367,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,0.26666
1368,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,0.26666
1369,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.26666
1370,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.26666
1371,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.26666
1372,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,0.26666
1373,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,1
1374,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0
1375,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.6
1376,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.13334
1377,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,0.4
1378,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.2
1379,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.53334
1380,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,1
1381,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.8
1382,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,1
1383,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,1
1384,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,0.53334
1385,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.4
1386,ஓட்டுனா் ஆபத்தில் உள்ளாா்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.4
1387,துவிசக்கர வண்டியில் சாகசம் செய்கிறார்.,எதிர் வீட்டுகாரன் மதிலில் தன் வித்தையை காட்டுகிறான்.,1
1388,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,0.93334
1389,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,0.8
1390,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,0.8
1391,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,1
1392,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,1
1393,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,0.93334
1394,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.8
1395,மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1396,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,0.8
1397,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,1
1398,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,1
1399,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,1
1400,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,0.93334
1401,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.93334
1402,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1403,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,1
1404,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,0.73334
1405,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,0.73334
1406,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,1
1407,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.93334
1408,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.2
1409,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,1
1410,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,0.66666
1411,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,0.8
1412,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.6
1413,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1414,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,0.53334
1415,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,0.73334
1416,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.66666
1417,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1418,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,0.73334
1419,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.73334
1420,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1421,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,கிாிக்கட் வீரா் மூவா் உள்ளனா்,0.73334
1422,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.26666
1423,கிாிக்கட் வீரா் மூவா் உள்ளனா்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,0.73334
1424,துடுபாட்டவீரர் பந்தை அடிக்கிறார்.,மட்டையில் இருந்து விலகிய பந்தை காப்பாளர் பிடிக்க முயல்கிறார்.,0.33334
1425,அனைவரும் மைதானத்தில் வேகமாக ஓடுகின்றனர்.,ஓட்டப்பந்தயம் நடைபெறுகிறது,0.8
1426,அனைவரும் மைதானத்தில் வேகமாக ஓடுகின்றனர்.,வீரர்கள் ஓட்ட போட்டி விளையாடுகிறார்கள்,0.26666
1427,அனைவரும் மைதானத்தில் வேகமாக ஓடுகின்றனர்.,ஓட்டப்போட்டியில் வீரர்கள் ஓடுவதை பார்வையாளர்கள் ஆர்வத்துடன் பார்த்துக் கொண்டிருக்கின்றனர்.,0.26666
