ID,sentence1,sentence2,manual_similarity
969,உந்துருளியை வேகமாக ஓட்டுகிறார்,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,0.60
970,உந்துருளியை வேகமாக ஓட்டுகிறார்,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.60
971,உந்துருளியை வேகமாக ஓட்டுகிறார்,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.20
972,உந்துருளியை வேகமாக ஓட்டுகிறார்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.20
973,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,0.47
974,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.47
975,மோட்டார் வண்டியை வீரனொருவன் சாய்வாக செலுத்துகின்றான்.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.53
976,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,0.80
977,வீரனொருவன் மோட்டார் பந்தயத்தில் ஈடுபடுகின்றான்.,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,1.00
978,மோட்டாா் வாகன போட்டியில் ஒருவா் தீவிரமாக ஈடுபட்டுள்ளாா்,ஒருவர் மோட்டார் பந்தயத்தில் ஈடுபடுகிறார்,0.93
979,மோட்டார் ஓட்டுனர் மோட்டார் வாகனம் ஓடுபாதையை தொடும் வரை சரிக்கின்றார்.,மோட்டார்சைக்கிள் பந்தையவீரன் தரையை தொடும் வண்ணம் அனல் பறக்க ஓட்டுகிறான்.,1.00
980,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,கால்பந்து வீரர்கள் இருவர் மோதல்,0.00
981,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,காற்பந்தை தலையால் அடிக்கின்றார்,0.40
982,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.60
983,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,பந்தை தலையால் அடிக்கிறார்,0.40
984,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.47
985,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.33
986,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
987,ஒருவுர் பந்தைக் காலால் அடிக்க துள்ளுகுின்றார்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
988,கால்பந்து வீரர்கள் இருவர் மோதல்,காற்பந்தை தலையால் அடிக்கின்றார்,0.33
989,கால்பந்து வீரர்கள் இருவர் மோதல்,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.00
990,கால்பந்து வீரர்கள் இருவர் மோதல்,பந்தை தலையால் அடிக்கிறார்,0.00
991,கால்பந்து வீரர்கள் இருவர் மோதல்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.27
992,கால்பந்து வீரர்கள் இருவர் மோதல்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.80
993,கால்பந்து வீரர்கள் இருவர் மோதல்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.80
994,கால்பந்து வீரர்கள் இருவர் மோதல்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
995,காற்பந்தை தலையால் அடிக்கின்றார்,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,0.60
996,காற்பந்தை தலையால் அடிக்கின்றார்,பந்தை தலையால் அடிக்கிறார்,0.80
997,காற்பந்தை தலையால் அடிக்கின்றார்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
998,காற்பந்தை தலையால் அடிக்கின்றார்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.33
999,காற்பந்தை தலையால் அடிக்கின்றார்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1000,காற்பந்தை தலையால் அடிக்கின்றார்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.33
1001,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,பந்தை தலையால் அடிக்கிறார்,0.60
1002,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
1003,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.20
1004,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1005,ஒரு வீரர் பந்தை அடிப்பதற்கு முனைகின்றார்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1006,பந்தை தலையால் அடிக்கிறார்,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,0.80
1007,பந்தை தலையால் அடிக்கிறார்,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.20
1008,பந்தை தலையால் அடிக்கிறார்,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1009,பந்தை தலையால் அடிக்கிறார்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.00
1010,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,0.27
1011,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.00
1012,வீரனொருவன் தலையால் பந்தை முட்டுவதற்காக மேல் எழுகின்றான்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1013,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,0.80
1014,விளையாட்டின் போது ஒருவரை ஒருவர் மோதுகின்றனர்.,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.20
1015,இரு விளையாட்டு வீரா்கள் மோதுகின்றனா்,வீரர் உதை பந்தாட்ட விளையாட்டில் ஈடுபடுகிறார்,0.00
1016,உதைபந்தாட வீரர் தலையால் பந்தை அடிக்கின்றார்.,எதிரியை தட்டி பலத்த வேகத்துடன் கால்பந்தை அடிக்கின்றான்.,0.60
1017,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,0.40
1018,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு குழந்தைகள் பயணிக்கின்றனர்,0.20
1019,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.00
1020,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.80
1021,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.00
1022,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.40
1023,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.60
1024,இரு சிறுமிகள் மகிழ்ச்சியாக விளையாடுகின்றனர்.,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.80
1025,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு குழந்தைகள் பயணிக்கின்றனர்,0.60
1026,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.40
1027,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.60
1028,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.20
1029,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.00
1030,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.60
1031,ரோலர் கோஸ்டரில் இரு பெண்கள் உல்லாசமாக பயணிக்கின்றனர்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.20
1032,இரு குழந்தைகள் பயணிக்கின்றனர்,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,0.60
1033,இரு குழந்தைகள் பயணிக்கின்றனர்,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.00
1034,இரு குழந்தைகள் பயணிக்கின்றனர்,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.80
1035,இரு குழந்தைகள் பயணிக்கின்றனர்,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.53
1036,இரு குழந்தைகள் பயணிக்கின்றனர்,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.27
1037,இரு குழந்தைகள் பயணிக்கின்றனர்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.27
1038,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,0.00
1039,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,1.00
1040,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.00
1041,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.40
1042,சகோதரிகள் வாகனத்தில் பயணம் செய்கின்றனர்.,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.00
1043,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,0.20
1044,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.27
1045,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.60
1046,இரு பெண்கள் விளையாடி மகிழ்கின்றார்கள்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.80
1047,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,0.00
1048,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.20
1049,சகோதரிகள் மோட்டார் வண்டியிலே உலா வருகின்றனர்.,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.20
1050,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,0.00
1051,இரு அழகான குழந்தைகள் சிரிக்கின்றனர்.,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.20
1052,இருவா் சந்தோசமாக தமது நேரத்தை செலவிடுகின்றனா்,சிறுமிகள் இராட்டினவிளையாட்டில் மகிழ்ச்சியாக காணப்படுகின்றனர்,0.20
1053,இரு சிறுமிகள் வேகமாக பயணிக்கின்றனர்.,இரண்டு சிறுமிகள் விளையாட்டுகாரில் உல்லாசமாக பயணிக்கிறார்கள்.,0.47
1054,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,1.00
1055,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,0.60
1056,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,0.40
1057,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,வாகனம் சகதியை வாரி இறைக்கின்றது,0.53
1058,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.60
1059,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.60
1060,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.53
1061,ஒரு கார் செற்றைச் சிதறிய வண்ணம் செல்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.80
1062,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,0.80
1063,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,0.60
1064,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,வாகனம் சகதியை வாரி இறைக்கின்றது,0.80
1065,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.60
1066,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.20
1067,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.40
1068,மோட்டார் கார் சேற்றை வீசச்செய்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.20
1069,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,0.00
1070,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,வாகனம் சகதியை வாரி இறைக்கின்றது,0.53
1071,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.40
1072,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.60
1073,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.60
1074,கார் ஒன்று சேற்றை மிதித்து செல்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.80
1075,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,வாகனம் சகதியை வாரி இறைக்கின்றது,0.00
1076,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.20
1077,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.80
1078,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.60
1079,மகிழுந்து காட்டுப்பாதையில் பயணம் செய்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.60
1080,வாகனம் சகதியை வாரி இறைக்கின்றது,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,0.60
1081,வாகனம் சகதியை வாரி இறைக்கின்றது,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.27
1082,வாகனம் சகதியை வாரி இறைக்கின்றது,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.60
1083,வாகனம் சகதியை வாரி இறைக்கின்றது,கார் வேகமாக சகதியூடு செல்கிறது,0.60
1084,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,0.20
1085,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.40
1086,மோட்டார் வண்டி சாலையோரத்தில் சேற்றை வாரி இறைக்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.20
1087,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,0.60
1088,நீல நிற மகிழுந்து ஒன்று செல்கின்றது.,கார் வேகமாக சகதியூடு செல்கிறது,0.60
1089,சேற்று வெள்ளத்தின் மேல் காா் ஒன்று செல்கிறது,கார் வேகமாக சகதியூடு செல்கிறது,0.60
1090,வாகனம் குட்டை நீரைவாரி அடிக்கிறது.,சேற்று நீரை விசிறிக் கொண்டு கார் பயணிக்கின்றது.,0.80
1091,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,0.60
1092,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,வீரர் ஒருவர் ஓடுகின்றார்,0.60
1093,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0.40
1094,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.80
1095,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.60
1096,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,1.00
1097,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.60
1098,ஒருவர் பந்தைக் கொண்டு ஓடுகின்றார்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
1099,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,வீரர் ஒருவர் ஓடுகின்றார்,0.60
1100,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0.20
1101,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.60
1102,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.80
1103,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.60
1104,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.60
1105,ரக்பி வீரர் பந்துடன் ஓடுகிறார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,1.00
1106,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,0.00
1107,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.40
1108,வீரர் ஒருவர் ஓடுகின்றார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.60
1109,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.60
1110,வீரர் ஒருவர் ஓடுகின்றார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.60
1111,வீரர் ஒருவர் ஓடுகின்றார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
1112,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,0.20
1113,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.20
1114,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.20
1115,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.00
1116,ஒருவர் பந்துடன் மைதானத்திற்குள் செல்கின்றார்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.20
1117,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,0.60
1118,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.73
1119,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,ஒருவா் விரைவாக ஓடுகின்றாா்,0.60
1120,ஒருவர் பந்துடன் வேகமாக ஓடுகின்றார்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.53
1121,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,0.53
1122,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.53
1123,வீரன் பந்துடன் வேகமாக ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.80
1124,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,ஒருவா் விரைவாக ஓடுகின்றாா்,0.60
1125,ஒருவன் பந்தைக் கொண்டு ஓடுகின்றான்.,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
1126,ஒருவா் விரைவாக ஓடுகின்றாா்,றக்பி விளையாட்டு வீரர் பந்துடன் ஓடுகிறார்,0.60
1127,ஒருவர் பந்துடன் ஓடுகிறார்.,கடைசி நேரத்தில் வீரன் களத்தில் குதிக்கிறான்.,0.00
1128,மணலில் ஒரு வாகனம் செல்கின்றது.,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,0.60
1129,மணலில் ஒரு வாகனம் செல்கின்றது.,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.60
1130,மணலில் ஒரு வாகனம் செல்கின்றது.,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.00
1131,மணலில் ஒரு வாகனம் செல்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.47
1132,மணலில் ஒரு வாகனம் செல்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.40
1133,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.33
1134,மணலில் ஒரு வாகனம் செல்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.33
1135,மணலில் ஒரு வாகனம் செல்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,1.00
1136,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வண்டி ஒன்று மணலில் சறுக்குகிறது,0.47
1137,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.00
1138,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.40
1139,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.40
1140,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.60
1141,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
1142,மணல் சரிவில் பந்தய கார் ஒன்று செல்கின்றது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.40
1143,வண்டி ஒன்று மணலில் சறுக்குகிறது,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,0.20
1144,வண்டி ஒன்று மணலில் சறுக்குகிறது,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.60
1145,வண்டி ஒன்று மணலில் சறுக்குகிறது,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.60
1146,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.60
1147,வண்டி ஒன்று மணலில் சறுக்குகிறது,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
1148,வண்டி ஒன்று மணலில் சறுக்குகிறது,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.60
1149,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,பாலைவனத்தில் வாகனம் ஒன்று செல்கின்றது,0.00
1150,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,மோட்டார் வண்டி மணல் தரையிலே பாதிக்கின்றது.,0.00
1151,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் ஒன்று மண்ணில் இறங்குகின்றது.,0.00
1152,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,இயந்திரம் தொழிற்பாட்டில் உள்ளது,0.20
1153,ரோபோ வாகனம் வேற்றுக்கிரகத்தில் ஆராய்ச்சி செய்கின்றது.,வாகனம் மணல் பகுதி ஊடாக செல்கிறது,0.00
