ID,sentence1,sentence2,manual_similarity
6237,ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0.4
6238,ஒருவர் ஜிம்னாஸ்டிக்ஸ் செய்கின்றார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.6
6239,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,0.4
6240,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,0.4
6241,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0.6
6242,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0.4
6243,ஒருகால் ஒருவரின் கையில் உள்ளவாறு அவர் சமநிலையில் நிற்கின்றார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0
6244,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,0.2
6245,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0
6246,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0
6247,ஆண் ஒருவர் பின்புறமாக பாய்கின்றார்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.2
6248,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,0
6249,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0.4
6250,தலைகீழாக ஒருவர் குதிக்க முற்படுகிறார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.8
6251,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,0
6252,பையன் ஒருவனின் காலை ஒருவர் பிடிக்க அவன் அண்ணார்ந்து நோக்கி கொண்டு உள்ளான்,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0
6253,பக்க பலத்துடன் சாதிக்க துடிக்கிறார்.,ஒருவர் மற்றவர் உதவியுடன் தலைகீழ் ஆக பாய்கிறார்.,0.4
6254,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,0
6255,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,0
6256,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,0.2
6257,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,0.53334
6258,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,0.8
6259,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,0.4
6260,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0
6261,ஒருவர் மதில் மேல் சைக்கிள் ஓடுகிறார்,ஒருவர் சாகசம் செய்கின்றார்.,0.6
6262,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,0
6263,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,0.6
6264,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,0.8
6265,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,1
6266,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,1
6267,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.8
6268,ஒரு நபர் சைக்கிளால் சுவரை தாண்டுகிறார்,ஒருவர் சாகசம் செய்கின்றார்.,0.6
6269,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,0.2
6270,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,0
6271,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,0
6272,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,0
6273,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0
6274,ஒருவர் ஸ்கேட்டிங் செய்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,0.2
6275,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,0.6
6276,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,0.8
6277,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,0.6
6278,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.4
6279,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்துகின்றார்.,ஒருவர் சாகசம் செய்கின்றார்.,0.2
6280,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,0.8
6281,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,1
6282,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.8
6283,ஈருருளியுடன் மதில் தாண்டிப் பாய்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,0.6
6284,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,0.66666
6285,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.2
6286,வீரன் மதில்சுவரை சைக்கிளால் கடக்கின்றான்.,ஒருவர் சாகசம் செய்கின்றார்.,0.4
6287,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,0.2
6288,மிதி வண்டி உடன் சுவரை ஒருவர் கடக்கின்றார்,ஒருவர் சாகசம் செய்கின்றார்.,0.6
6289,உச்சி வெய்யிலில் சைக்கிளுடன் சிறுவன் மதில் பாய்கிறான்.,ஒருவர் சாகசம் செய்கின்றார்.,0.4
6290,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,0
6291,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,இரு அணியினர் விளையாடுகின்றனர்,0.2
6292,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,0
6293,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,0.4
6294,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,0.4
6295,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,0.6
6296,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,0.6
6297,ரக்பி வீரர் சிறப்பாக விளையாடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.4
6298,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,இரு அணியினர் விளையாடுகின்றனர்,0.2
6299,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,0.4
6300,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,0.8
6301,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,0.8
6302,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,0.6
6303,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,0.53334
6304,உதைபந்தாடட போட்டியில் பந்தை வாங்குவதட்காக ஒருவரை ஒருவர் துரத்துகின்றனர்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.4
6305,இரு அணியினர் விளையாடுகின்றனர்,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,0.33334
6306,இரு அணியினர் விளையாடுகின்றனர்,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,0.46666
6307,இரு அணியினர் விளையாடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,0.4
6308,இரு அணியினர் விளையாடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,0.4
6309,இரு அணியினர் விளையாடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,0.4
6310,இரு அணியினர் விளையாடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.2
6311,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,0.73334
6312,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,1
6313,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,0.8
6314,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,1
6315,பந்தைப் பெறுவதற்காக ஒரு வீரர் மற்றைய வீரரை பிடித்து இழுக்கின்றார்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.8
6316,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,1
6317,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,1
6318,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,0.8
6319,பந்திற்காக எதிரணியினர் போராடுகின்றனர்,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.8
6320,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,0.6
6321,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,0.66666
6322,பந்தை பெற வீரன் முயற்சி செய்கிறான்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.73334
6323,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,1
6324,றக்பி பந்துடன் ஓடும் ஒருவரை இன்னொருவர் தடுக்க முயல்கிறார்,ஒருவரை மற்றவர் இழுக்கின்றார்.,0.73334
6325,எதிர் அணியிடம் இருந்து சயோசிதமாக பந்தை கைப்பற்ற முயலுகிறார்.,ஒருவரை மற்றவர் இழுக்கின்றார்.,1
6326,டாபின்கள் சாகசம் புரிகின்றன,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,0.6
6327,டாபின்கள் சாகசம் புரிகின்றன,டொல்பின்கள் துள்ளுகின்றன,0.4
6328,டாபின்கள் சாகசம் புரிகின்றன,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,1
6329,டாபின்கள் சாகசம் புரிகின்றன,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,1
6330,டாபின்கள் சாகசம் புரிகின்றன,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0
6331,டாபின்கள் சாகசம் புரிகின்றன,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0.8
6332,டாபின்கள் சாகசம் புரிகின்றன,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.6
6333,டாபின்கள் சாகசம் புரிகின்றன,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.4
6334,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின்கள் துள்ளுகின்றன,0.8
6335,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,1
6336,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,0.8
6337,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0
6338,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0.13334
6339,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.2
6340,டொழுபின்கள் நீரில் நீந்துவதை மக்கள் பார்த்து ரசிக்கின்றனர்,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.4
6341,டொல்பின்கள் துள்ளுகின்றன,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,0.73334
6342,டொல்பின்கள் துள்ளுகின்றன,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,0.6
6343,டொல்பின்கள் துள்ளுகின்றன,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0
6344,டொல்பின்கள் துள்ளுகின்றன,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0.8
6345,டொல்பின்கள் துள்ளுகின்றன,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.46666
6346,டொல்பின்கள் துள்ளுகின்றன,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.6
6347,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,0.6
6348,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0
6349,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,1
6350,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.93334
6351,டொல்பின்கள் நீரில் துள்ளிக் குதித்து விளையாடுவதை மக்கள் வேடிக்கை பார்த்துக் கொண்டிருக்கின்றனர்.,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.2
6352,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,0.6
6353,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0.6
6354,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.6
6355,மீன்களின் சாகசத்தை மக்கள் பார்வையிடுகின்றனர்,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.2
6356,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,0
6357,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.4
6358,நீரில் திமிங்கலங்கள் சாகசம் புரிகின்றன.,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.6
6359,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,0.2
6360,டொல்பின் குதிப்பதை பார்வையாளர் காண்கின்றனர்,நீர் சாகத்தை பலர் காண்கின்றனர்.,0.6
6361,டொல்பின் இன் செல்ல விளையாட்டுக்களை மக்கள் ரசிக்கிறார்கள்.,நீர் சாகத்தை பலர் காண்கின்றனர்.,0
6362,இருவர் சுவர் வழியே நடக்கின்றனர்,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,0.4
6363,இருவர் சுவர் வழியே நடக்கின்றனர்,இருவர் சுவரில் நடக்கின்றனர்,1
6364,இருவர் சுவர் வழியே நடக்கின்றனர்,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,0.4
6365,இருவர் சுவர் வழியே நடக்கின்றனர்,சுவரில் இருவர் பாய்கின்றனர்,0
6366,இருவர் சுவர் வழியே நடக்கின்றனர்,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,0.4
6367,இருவர் சுவர் வழியே நடக்கின்றனர்,சுவர் மீது இருவர் நடக்கின்றனர்,1
6368,இருவர் சுவர் வழியே நடக்கின்றனர்,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0
6369,இருவர் சுவர் வழியே நடக்கின்றனர்,இருவர் நிலைகுத்தாக நடகின்றனர்.,0.6
6370,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,இருவர் சுவரில் நடக்கின்றனர்,0.4
6371,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,0
6372,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,சுவரில் இருவர் பாய்கின்றனர்,0.4
6373,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,0.6
6374,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,சுவர் மீது இருவர் நடக்கின்றனர்,0
6375,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.4
6376,இருவர் சுவரை பாய்ந்து கடக்கின்றார்கள்,இருவர் நிலைகுத்தாக நடகின்றனர்.,0.26666
6377,இருவர் சுவரில் நடக்கின்றனர்,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,0.6
6378,இருவர் சுவரில் நடக்கின்றனர்,சுவரில் இருவர் பாய்கின்றனர்,0.2
6379,இருவர் சுவரில் நடக்கின்றனர்,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,0
6380,இருவர் சுவரில் நடக்கின்றனர்,சுவர் மீது இருவர் நடக்கின்றனர்,1
6381,இருவர் சுவரில் நடக்கின்றனர்,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.6
6382,இருவர் சுவரில் நடக்கின்றனர்,இருவர் நிலைகுத்தாக நடகின்றனர்.,0.6
6383,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,சுவரில் இருவர் பாய்கின்றனர்,0
6384,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,0
6385,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,சுவர் மீது இருவர் நடக்கின்றனர்,0
6386,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.4
6387,ஒருவர் சுவரின் அலங்கார வ்ல௲ப்பாட்டில் ஒரு காலில் சமநிலையில் நிற்கின்றார்.,இருவர் நிலைகுத்தாக நடகின்றனர்.,0
6388,சுவரில் இருவர் பாய்கின்றனர்,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,0.6
6389,சுவரில் இருவர் பாய்கின்றனர்,சுவர் மீது இருவர் நடக்கின்றனர்,0.4
6390,சுவரில் இருவர் பாய்கின்றனர்,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.4
6391,சுவரில் இருவர் பாய்கின்றனர்,இருவர் நிலைகுத்தாக நடகின்றனர்.,0
6392,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,சுவர் மீது இருவர் நடக்கின்றனர்,0.4
6393,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.6
6394,இரு பிள்ளைகள் சுவரில் தாவி நடிக்கின்றனர்.,இருவர் நிலைகுத்தாக நடகின்றனர்.,0.2
6395,சுவர் மீது இருவர் நடக்கின்றனர்,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,0.53334
6396,சுவர் மீது இருவர் நடக்கின்றனர்,இருவர் நிலைகுத்தாக நடகின்றனர்.,0.8
6397,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,இவர்கள் பரிணாமத்தை மீட்டுகிறார்கள்.,1
6398,ஒருவர் மெத்தையில் குதிக்கிறார்,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,0.6
6399,ஒருவர் மெத்தையில் குதிக்கிறார்,பெண் ஒருவர் மெத்தையில் விழுகின்றார்,0.46666
6400,ஒருவர் மெத்தையில் குதிக்கிறார்,ஒரு பெண் கட்டிலின் மேல் கிடையாக விழுகின்றாள்.,0
6401,ஒருவர் மெத்தையில் குதிக்கிறார்,கட்டிலில் பெண் பாய்கிறாள்,0.4
6402,ஒருவர் மெத்தையில் குதிக்கிறார்,பெண் கட்டிலில் துள்ளி விளையாடுகின்றாள்.,0.6
6403,ஒருவர் மெத்தையில் குதிக்கிறார்,பெண் ஒருவர் படுக்கை மீது அந்தரத்தில் மிதக்கிறார்,0
6404,ஒருவர் மெத்தையில் குதிக்கிறார்,தூங்குவதற்காக அக்கா காற்றில் தொங்குகிறார்.,0
6405,ஒருவர் மெத்தையில் குதிக்கிறார்,மெத்தை மீது சிறுமி குதிக்கிறார்.,0.8
6406,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,பெண் ஒருவர் மெத்தையில் விழுகின்றார்,1
6407,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,ஒரு பெண் கட்டிலின் மேல் கிடையாக விழுகின்றாள்.,0.4
6408,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,கட்டிலில் பெண் பாய்கிறாள்,0.6
6409,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,பெண் கட்டிலில் துள்ளி விளையாடுகின்றாள்.,0.4
6410,ஒரு பெண் மெத்தையின் மீது குதிக்கின்றாள்,பெண் ஒருவர் படுக்கை மீது அந்தரத்தில் மிதக்கிறார்,0
