ID,sentence1,sentence2,manual_similarity
2778,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,සුදු පැහති ඇඳුමකින් සැරසුණු ක්‍රීඩකයා පැසිපන්දුව අතැතිව සිටින අතර එය ඩැහැ ගැනීමට ප්‍රතිවාදි ක්‍රීඩකයා සූදානම් වෙයි,0.87
2779,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,පන්දුව අතැතිව වේගයෙන් දිව යන බාස්කට් බෝල් ක්‍රීඩකයාව නැවැත්වීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.87
2780,සුදු පැහති ඇඳුමකින් සැරසුණු ක්‍රීඩකයා පැසිපන්දුව අතැතිව සිටින අතර එය ඩැහැ ගැනීමට ප්‍රතිවාදි ක්‍රීඩකයා සූදානම් වෙයි,පන්දුව අතැතිව වේගයෙන් දිව යන බාස්කට් බෝල් ක්‍රීඩකයාව නැවැත්වීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.87
2781,මිනිසෙක් හිම සතිත ස්ථානයක ක්‍රීඩා කරයි,පිරිමි ළමයා රාත්‍රියේ ක්‍රීඩා කරමින් සිටියි,0.53
2782,මිනිසෙක් හිම සතිත ස්ථානයක ක්‍රීඩා කරයි,මිනිසෙකු ඉහල සිට පහලට පනියි ,0.2
2783,මිනිසෙක් හිම සතිත ස්ථානයක ක්‍රීඩා කරයි,අළු සහ කහ පැහැති ජැකැට්ටුවකින් සැරසුණු ක්‍රීඩකයෙක් රාත්‍රියේ හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0.67
2784,මිනිසෙක් හිම සතිත ස්ථානයක ක්‍රීඩා කරයි,හිම මත ලිස්සා එන ක්‍රීඩකයෙක්  තාප්පයකින් පනියි ,0.73
2785,පිරිමි ළමයා රාත්‍රියේ ක්‍රීඩා කරමින් සිටියි,මිනිසෙකු ඉහල සිට පහලට පනියි ,0.2
2786,පිරිමි ළමයා රාත්‍රියේ ක්‍රීඩා කරමින් සිටියි,අළු සහ කහ පැහැති ජැකැට්ටුවකින් සැරසුණු ක්‍රීඩකයෙක් රාත්‍රියේ හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0.6
2787,පිරිමි ළමයා රාත්‍රියේ ක්‍රීඩා කරමින් සිටියි,හිම මත ලිස්සා එන ක්‍රීඩකයෙක්  තාප්පයකින් පනියි ,0.33
2788,මිනිසෙකු ඉහල සිට පහලට පනියි ,අළු සහ කහ පැහැති ජැකැට්ටුවකින් සැරසුණු ක්‍රීඩකයෙක් රාත්‍රියේ හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,0.27
2789,මිනිසෙකු ඉහල සිට පහලට පනියි ,හිම මත ලිස්සා එන ක්‍රීඩකයෙක්  තාප්පයකින් පනියි ,0.6
2790,අළු සහ කහ පැහැති ජැකැට්ටුවකින් සැරසුණු ක්‍රීඩකයෙක් රාත්‍රියේ හිමේ ස්කීං පුහුණු වීම් වල නිරත වෙයි,හිම මත ලිස්සා එන ක්‍රීඩකයෙක්  තාප්පයකින් පනියි ,0.67
2791,කුරුල්ලෙක් තටු විදහා ගෙන පියාසර කරයි,කුරුල්ලා තියුණු බැල්මෙන් යමක් දෙස බලා හිදියි,0.53
2792,කුරුල්ලෙක් තටු විදහා ගෙන පියාසර කරයි,කොකෙකු ඉදිරිය බලා පියාසර කරයි ,0.8
2793,කුරුල්ලෙක් තටු විදහා ගෙන පියාසර කරයි,දුඹූරු පැහැති පෙලිකන් පක්ෂියෙක් පියාඹයි,0.8
2794,කුරුල්ලෙක් තටු විදහා ගෙන පියාසර කරයි,කුරුල්ලෙක් පියාපත් විහිදා පියාඹා යයි ,0.93
2795,කුරුල්ලා තියුණු බැල්මෙන් යමක් දෙස බලා හිදියි,කොකෙකු ඉදිරිය බලා පියාසර කරයි ,0.73
2796,කුරුල්ලා තියුණු බැල්මෙන් යමක් දෙස බලා හිදියි,දුඹූරු පැහැති පෙලිකන් පක්ෂියෙක් පියාඹයි,0.53
2797,කුරුල්ලා තියුණු බැල්මෙන් යමක් දෙස බලා හිදියි,කුරුල්ලෙක් පියාපත් විහිදා පියාඹා යයි ,0.53
2798,කොකෙකු ඉදිරිය බලා පියාසර කරයි ,දුඹූරු පැහැති පෙලිකන් පක්ෂියෙක් පියාඹයි,0.67
2799,කොකෙකු ඉදිරිය බලා පියාසර කරයි ,කුරුල්ලෙක් පියාපත් විහිදා පියාඹා යයි ,0.8
2800,දුඹූරු පැහැති පෙලිකන් පක්ෂියෙක් පියාඹයි,කුරුල්ලෙක් පියාපත් විහිදා පියාඹා යයි ,0.8
2801,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,මිනිසා හිම මත ලිස්සා යමින් සිටියි,0.8
2802,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,මිනිසෙකු හිම මත ලිස්සා යයි ,0.87
2803,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,පුද්ගලයෙක් හිම මත ලිස්සා යයි,0.87
2804,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,මිනිසෙක් බේසමක නැග හිම  මතින් ලිස්සා එයි ,0.67
2805,මිනිසා හිම මත ලිස්සා යමින් සිටියි,මිනිසෙකු හිම මත ලිස්සා යයි ,1
2806,මිනිසා හිම මත ලිස්සා යමින් සිටියි,පුද්ගලයෙක් හිම මත ලිස්සා යයි,1
2807,මිනිසා හිම මත ලිස්සා යමින් සිටියි,මිනිසෙක් බේසමක නැග හිම  මතින් ලිස්සා එයි ,0.8
2808,මිනිසෙකු හිම මත ලිස්සා යයි ,පුද්ගලයෙක් හිම මත ලිස්සා යයි,1
2809,මිනිසෙකු හිම මත ලිස්සා යයි ,මිනිසෙක් බේසමක නැග හිම  මතින් ලිස්සා එයි ,0.87
2810,පුද්ගලයෙක් හිම මත ලිස්සා යයි,මිනිසෙක් බේසමක නැග හිම  මතින් ලිස්සා එයි ,0.87
2811,පාපන්දු ක්‍රීඩකයෙක් පන්දුවට පහර දීමට සැරසෙයි,පිරිමි ළමයා පා පන්දු ක්‍රීඩාවේ නිරත වෙයි,0.87
2812,පාපන්දු ක්‍රීඩකයෙක් පන්දුවට පහර දීමට සැරසෙයි,ළමයෙකු පා පන්දු ගසයි ,0.87
2813,පාපන්දු ක්‍රීඩකයෙක් පන්දුවට පහර දීමට සැරසෙයි,නිල් ඇඳුමකින් සැරසුණු දරුවා පාපන්දු පුහුණු වීම් වල යෙදෙයි,0.8
2814,පාපන්දු ක්‍රීඩකයෙක් පන්දුවට පහර දීමට සැරසෙයි,කුඩා ක්‍රීඩකයෙක්  පා පන්දුවට සමඟ දිව යයි ,0.8
2815,පිරිමි ළමයා පා පන්දු ක්‍රීඩාවේ නිරත වෙයි,ළමයෙකු පා පන්දු ගසයි ,0.87
2816,පිරිමි ළමයා පා පන්දු ක්‍රීඩාවේ නිරත වෙයි,නිල් ඇඳුමකින් සැරසුණු දරුවා පාපන්දු පුහුණු වීම් වල යෙදෙයි,0.8
2817,පිරිමි ළමයා පා පන්දු ක්‍රීඩාවේ නිරත වෙයි,කුඩා ක්‍රීඩකයෙක්  පා පන්දුවට සමඟ දිව යයි ,0.67
2818,ළමයෙකු පා පන්දු ගසයි ,නිල් ඇඳුමකින් සැරසුණු දරුවා පාපන්දු පුහුණු වීම් වල යෙදෙයි,0.87
2819,ළමයෙකු පා පන්දු ගසයි ,කුඩා ක්‍රීඩකයෙක්  පා පන්දුවට සමඟ දිව යයි ,0.67
2820,නිල් ඇඳුමකින් සැරසුණු දරුවා පාපන්දු පුහුණු වීම් වල යෙදෙයි,කුඩා ක්‍රීඩකයෙක්  පා පන්දුවට සමඟ දිව යයි ,0.8
2821,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,මිනිසා වේගයෙන් හිම මත ලිස්සා යමින් සිටියි,0.8
2822,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,මිනිසෙකු හිම මත ලිස්සා යයි ,0.87
2823,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,කොළ ඇඳුමකින් සැරසුණු ක්‍රීඩකයා හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙයි,0.8
2824,මිනිසෙක් කන්දක් මත හිම ක්‍රීඩා කරයි,හිම මත කන්ඳක් දිගේ පහළට ලිස්සා එන ක්‍රීඩකයෙක් වංගුවක් ගනියි ,0.8
2825,මිනිසා වේගයෙන් හිම මත ලිස්සා යමින් සිටියි,මිනිසෙකු හිම මත ලිස්සා යයි ,0.87
2826,මිනිසා වේගයෙන් හිම මත ලිස්සා යමින් සිටියි,කොළ ඇඳුමකින් සැරසුණු ක්‍රීඩකයා හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙයි,0.8
2827,මිනිසා වේගයෙන් හිම මත ලිස්සා යමින් සිටියි,හිම මත කන්ඳක් දිගේ පහළට ලිස්සා එන ක්‍රීඩකයෙක් වංගුවක් ගනියි ,0.8
2828,මිනිසෙකු හිම මත ලිස්සා යයි ,කොළ ඇඳුමකින් සැරසුණු ක්‍රීඩකයා හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙයි,0.8
2829,මිනිසෙකු හිම මත ලිස්සා යයි ,හිම මත කන්ඳක් දිගේ පහළට ලිස්සා එන ක්‍රීඩකයෙක් වංගුවක් ගනියි ,0.8
2830,කොළ ඇඳුමකින් සැරසුණු ක්‍රීඩකයා හිමේ ස්කීං ක්‍රීඩාවේ නිරත වෙයි,හිම මත කන්ඳක් දිගේ පහළට ලිස්සා එන ක්‍රීඩකයෙක් වංගුවක් ගනියි ,0.8
2831,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට සැරසෙයි,ක්‍රීඩකයා පැසි පන්දු ක්‍රීඩාවේ යෙදෙමින් සිටියි,0.73
2832,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට සැරසෙයි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,0.8
2833,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට සැරසෙයි,21 ජර්සිය ඇඳ ඇති ක්‍රීඩකයා පැසි පන්දුව දැලට දැමීමට තැත් කරන අතර ප්‍රතිවාදි කණ්ඩායමේ ක්‍රීඩකයෝ ඔහු වටා රොක්ව සිටිති,0.73
2834,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට සැරසෙයි,ක්‍රීඩකයෙක්  විසින් ඔසවා ගෙන සිටින බාස්කට බෝලය උදුරා ගැනීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.67
2835,ක්‍රීඩකයා පැසි පන්දු ක්‍රීඩාවේ යෙදෙමින් සිටියි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,0.73
2836,ක්‍රීඩකයා පැසි පන්දු ක්‍රීඩාවේ යෙදෙමින් සිටියි,21 ජර්සිය ඇඳ ඇති ක්‍රීඩකයා පැසි පන්දුව දැලට දැමීමට තැත් කරන අතර ප්‍රතිවාදි කණ්ඩායමේ ක්‍රීඩකයෝ ඔහු වටා රොක්ව සිටිති,0.53
2837,ක්‍රීඩකයා පැසි පන්දු ක්‍රීඩාවේ යෙදෙමින් සිටියි,ක්‍රීඩකයෙක්  විසින් ඔසවා ගෙන සිටින බාස්කට බෝලය උදුරා ගැනීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.73
2838,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,21 ජර්සිය ඇඳ ඇති ක්‍රීඩකයා පැසි පන්දුව දැලට දැමීමට තැත් කරන අතර ප්‍රතිවාදි කණ්ඩායමේ ක්‍රීඩකයෝ ඔහු වටා රොක්ව සිටිති,0.6
2839,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,ක්‍රීඩකයෙක්  විසින් ඔසවා ගෙන සිටින බාස්කට බෝලය උදුරා ගැනීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.73
2840,21 ජර්සිය ඇඳ ඇති ක්‍රීඩකයා පැසි පන්දුව දැලට දැමීමට තැත් කරන අතර ප්‍රතිවාදි කණ්ඩායමේ ක්‍රීඩකයෝ ඔහු වටා රොක්ව සිටිති,ක්‍රීඩකයෙක්  විසින් ඔසවා ගෙන සිටින බාස්කට බෝලය උදුරා ගැනීමට තවත් ක්‍රීඩකයෙක්  උත්සහ කරයි ,0.8
2841,මිනිසෙක් පාපැදියක් යොදාගෙන සෙල්ලම් කරයි,මිනිසා බයිසිකලය මත හිදිමින් ගුවන් කරණමක් ගසයි,0.73
2842,මිනිසෙක් පාපැදියක් යොදාගෙන සෙල්ලම් කරයි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0.8
2843,මිනිසෙක් පාපැදියක් යොදාගෙන සෙල්ලම් කරයි,තරුණයෙක් තැනිතලා තණ බිම් ප්‍රදේශයක බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0.73
2844,මිනිසෙක් පාපැදියක් යොදාගෙන සෙල්ලම් කරයි,වක්‍රාකාර පථය දිගේ පා පැදිය පැද එන තරුණයා ඉහළට ගොස් කරණමක් ගසයි ,0.67
2845,මිනිසා බයිසිකලය මත හිදිමින් ගුවන් කරණමක් ගසයි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0.93
2846,මිනිසා බයිසිකලය මත හිදිමින් ගුවන් කරණමක් ගසයි,තරුණයෙක් තැනිතලා තණ බිම් ප්‍රදේශයක බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0.87
2847,මිනිසා බයිසිකලය මත හිදිමින් ගුවන් කරණමක් ගසයි,වක්‍රාකාර පථය දිගේ පා පැදිය පැද එන තරුණයා ඉහළට ගොස් කරණමක් ගසයි ,0.8
2848,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,තරුණයෙක් තැනිතලා තණ බිම් ප්‍රදේශයක බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,0.73
2849,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,වක්‍රාකාර පථය දිගේ පා පැදිය පැද එන තරුණයා ඉහළට ගොස් කරණමක් ගසයි ,0.87
2850,තරුණයෙක් තැනිතලා තණ බිම් ප්‍රදේශයක බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,වක්‍රාකාර පථය දිගේ පා පැදිය පැද එන තරුණයා ඉහළට ගොස් කරණමක් ගසයි ,0.67
2851,මිනිසෙක් මුහුදේ වෙරළේ පාපැදියක් පදවාගෙන යයි,මහලු මිනිසා බය්සිකල් පදිමින් සිටියි,0.6
2852,මිනිසෙක් මුහුදේ වෙරළේ පාපැදියක් පදවාගෙන යයි,මිනිසෙකු බයිසිකලයක් පදියි ,0.67
2853,මිනිසෙක් මුහුදේ වෙරළේ පාපැදියක් පදවාගෙන යයි,කොට කලිසමකින් සහ සුදු රැවුලකින් සැරසුණු වයසක මිනිසෙක් වෙරළ අසළ බයිසිකලයක් පැද යයි,0.73
2854,මිනිසෙක් මුහුදේ වෙරළේ පාපැදියක් පදවාගෙන යයි,මහළු මිනිසෙක් වෙරළ දිගේ පා පැදියක් පැදගෙන එයි ,0.73
2855,මහලු මිනිසා බය්සිකල් පදිමින් සිටියි,මිනිසෙකු බයිසිකලයක් පදියි ,0.87
2856,මහලු මිනිසා බය්සිකල් පදිමින් සිටියි,කොට කලිසමකින් සහ සුදු රැවුලකින් සැරසුණු වයසක මිනිසෙක් වෙරළ අසළ බයිසිකලයක් පැද යයි,0.87
2857,මහලු මිනිසා බය්සිකල් පදිමින් සිටියි,මහළු මිනිසෙක් වෙරළ දිගේ පා පැදියක් පැදගෙන එයි ,0.93
2858,මිනිසෙකු බයිසිකලයක් පදියි ,කොට කලිසමකින් සහ සුදු රැවුලකින් සැරසුණු වයසක මිනිසෙක් වෙරළ අසළ බයිසිකලයක් පැද යයි,0.87
2859,මිනිසෙකු බයිසිකලයක් පදියි ,මහළු මිනිසෙක් වෙරළ දිගේ පා පැදියක් පැදගෙන එයි ,0.87
2860,කොට කලිසමකින් සහ සුදු රැවුලකින් සැරසුණු වයසක මිනිසෙක් වෙරළ අසළ බයිසිකලයක් පැද යයි,මහළු මිනිසෙක් වෙරළ දිගේ පා පැදියක් පැදගෙන එයි ,0.87
2861,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට උතසාහ කරයි,ක්‍රීඩකයා පන්දුව දැලට දමන අතර අනිත් ක්‍රීඩකයින් ඔහු දෙස බල හිඳියි,0.87
2862,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට උතසාහ කරයි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,0.8
2863,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට උතසාහ කරයි,සුදු පැහැති ඇඳුමකින් සැරසුණු පැසි පන්දු ක්‍රීඩකයෙක් ගුවනේ සිට පන්දුව දැලට දැමීමට තැත් කරයි,0.87
2864,පැසිපන්දු ක්‍රීඩකයෙක් ගෝලයක් වාර්තා කිරීමට උතසාහ කරයි,ක්‍රීඩකයෙක්  උඩ පැන බාස්කට් බෝලය කූඩයට දමන අතර තවත් දෙදෙනෙක් ඔහුව වැළැක්වීමට උත්සහ කරයි ,0.8
2865,ක්‍රීඩකයා පන්දුව දැලට දමන අතර අනිත් ක්‍රීඩකයින් ඔහු දෙස බල හිඳියි,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,0.73
2866,ක්‍රීඩකයා පන්දුව දැලට දමන අතර අනිත් ක්‍රීඩකයින් ඔහු දෙස බල හිඳියි,සුදු පැහැති ඇඳුමකින් සැරසුණු පැසි පන්දු ක්‍රීඩකයෙක් ගුවනේ සිට පන්දුව දැලට දැමීමට තැත් කරයි,0.8
2867,ක්‍රීඩකයා පන්දුව දැලට දමන අතර අනිත් ක්‍රීඩකයින් ඔහු දෙස බල හිඳියි,ක්‍රීඩකයෙක්  උඩ පැන බාස්කට් බෝලය කූඩයට දමන අතර තවත් දෙදෙනෙක් ඔහුව වැළැක්වීමට උත්සහ කරයි ,0.73
2868,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,සුදු පැහැති ඇඳුමකින් සැරසුණු පැසි පන්දු ක්‍රීඩකයෙක් ගුවනේ සිට පන්දුව දැලට දැමීමට තැත් කරයි,0.8
2869,මිනිසුන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටියි ,ක්‍රීඩකයෙක්  උඩ පැන බාස්කට් බෝලය කූඩයට දමන අතර තවත් දෙදෙනෙක් ඔහුව වැළැක්වීමට උත්සහ කරයි ,0.73
2870,සුදු පැහැති ඇඳුමකින් සැරසුණු පැසි පන්දු ක්‍රීඩකයෙක් ගුවනේ සිට පන්දුව දැලට දැමීමට තැත් කරයි,ක්‍රීඩකයෙක්  උඩ පැන බාස්කට් බෝලය කූඩයට දමන අතර තවත් දෙදෙනෙක් ඔහුව වැළැක්වීමට උත්සහ කරයි ,0.8
2871,මිනිසෙක් පාපැදියක් යොදාගෙන කරනම් ගසයි,පිරිමි ළමය බය්සිකලය මත නැගී ක්‍රීඩා කරමින් සිටියි,0.8
2872,මිනිසෙක් පාපැදියක් යොදාගෙන කරනම් ගසයි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0.93
2873,මිනිසෙක් පාපැදියක් යොදාගෙන කරනම් ගසයි,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් තම සයිකලයෙන් වික්‍රමයන් පුහුණු වෙයි,0.8
2874,මිනිසෙක් පාපැදියක් යොදාගෙන කරනම් ගසයි,වක් වූ පථය දිගේ ඉහලට ආ පා පැදි කරුවෙක් ඉහළට ගොස් කරණමක් ගසයි ,0.8
2875,පිරිමි ළමය බය්සිකලය මත නැගී ක්‍රීඩා කරමින් සිටියි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,0.8
2876,පිරිමි ළමය බය්සිකලය මත නැගී ක්‍රීඩා කරමින් සිටියි,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් තම සයිකලයෙන් වික්‍රමයන් පුහුණු වෙයි,0.67
2877,පිරිමි ළමය බය්සිකලය මත නැගී ක්‍රීඩා කරමින් සිටියි,වක් වූ පථය දිගේ ඉහලට ආ පා පැදි කරුවෙක් ඉහළට ගොස් කරණමක් ගසයි ,0.67
2878,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් තම සයිකලයෙන් වික්‍රමයන් පුහුණු වෙයි,0.67
2879,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,වක් වූ පථය දිගේ ඉහලට ආ පා පැදි කරුවෙක් ඉහළට ගොස් කරණමක් ගසයි ,0.8
2880,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් තම සයිකලයෙන් වික්‍රමයන් පුහුණු වෙයි,වක් වූ පථය දිගේ ඉහලට ආ පා පැදි කරුවෙක් ඉහළට ගොස් කරණමක් ගසයි ,0.73
2881,යතුරුපැදි ධාවන ක්‍රීඩකයෙක් වේගයෙන් යතුරු පැදිය පදවාගෙන යයි,මොටර් සයිකල් දාවකයා වේගයෙන් තම මොටර් සයිකලය පදියි,0.93
2882,යතුරුපැදි ධාවන ක්‍රීඩකයෙක් වේගයෙන් යතුරු පැදිය පදවාගෙන යයි,මිනිසෙකු මෝටර් බයිසිකලයක් වේගයෙන් පදවයි ,0.93
2883,යතුරුපැදි ධාවන ක්‍රීඩකයෙක් වේගයෙන් යතුරු පැදිය පදවාගෙන යයි,පුද්ගලයෙක් කොළ පැහැති මෝටර් සයිකලයක් ධාවනය කරයි,0.8
2884,යතුරුපැදි ධාවන ක්‍රීඩකයෙක් වේගයෙන් යතුරු පැදිය පදවාගෙන යයි,කොළ පැහැති යතුරු පැදි කරුවෙක් වේගයෙන් ගම්න් ගන්නා අතරම වංගුවකින් හැරේ,0.73
2885,මොටර් සයිකල් දාවකයා වේගයෙන් තම මොටර් සයිකලය පදියි,මිනිසෙකු මෝටර් බයිසිකලයක් වේගයෙන් පදවයි ,0.93
2886,මොටර් සයිකල් දාවකයා වේගයෙන් තම මොටර් සයිකලය පදියි,පුද්ගලයෙක් කොළ පැහැති මෝටර් සයිකලයක් ධාවනය කරයි,0.8
2887,මොටර් සයිකල් දාවකයා වේගයෙන් තම මොටර් සයිකලය පදියි,කොළ පැහැති යතුරු පැදි කරුවෙක් වේගයෙන් ගම්න් ගන්නා අතරම වංගුවකින් හැරේ,0.8
2888,මිනිසෙකු මෝටර් බයිසිකලයක් වේගයෙන් පදවයි ,පුද්ගලයෙක් කොළ පැහැති මෝටර් සයිකලයක් ධාවනය කරයි,0.73
2889,මිනිසෙකු මෝටර් බයිසිකලයක් වේගයෙන් පදවයි ,කොළ පැහැති යතුරු පැදි කරුවෙක් වේගයෙන් ගම්න් ගන්නා අතරම වංගුවකින් හැරේ,0.73
2890,පුද්ගලයෙක් කොළ පැහැති මෝටර් සයිකලයක් ධාවනය කරයි,කොළ පැහැති යතුරු පැදි කරුවෙක් වේගයෙන් ගම්න් ගන්නා අතරම වංගුවකින් හැරේ,0.87
2891,මිනිසෙක් මුහදේ රළ සමග ක්‍රීඩා කරයි,මිනිසා මුහුදු රල මත ක්‍රීඩා කරයි,1
2892,මිනිසෙක් මුහදේ රළ සමග ක්‍රීඩා කරයි,මිනිසෙකු මුහුදු රල පදියි ,1
2893,මිනිසෙක් මුහදේ රළ සමග ක්‍රීඩා කරයි,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,0.8
2894,මිනිසෙක් මුහදේ රළ සමග ක්‍රීඩා කරයි,රල පදින ක්‍රීඩකයෙක් උස රළක් උඩින් රණමක් ගසයි ,0.8
2895,මිනිසා මුහුදු රල මත ක්‍රීඩා කරයි,මිනිසෙකු මුහුදු රල පදියි ,1
2896,මිනිසා මුහුදු රල මත ක්‍රීඩා කරයි,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,0.73
2897,මිනිසා මුහුදු රල මත ක්‍රීඩා කරයි,රල පදින ක්‍රීඩකයෙක් උස රළක් උඩින් රණමක් ගසයි ,0.8
2898,මිනිසෙකු මුහුදු රල පදියි ,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,0.73
2899,මිනිසෙකු මුහුදු රල පදියි ,රල පදින ක්‍රීඩකයෙක් උස රළක් උඩින් රණමක් ගසයි ,0.6
2900,කළු පැහැති ඇඳුමකින් සැරසුණු පුද්ගලයෙක් සර්ෆිං ක්‍රීඩාවේ නිරත වෙයි,රල පදින ක්‍රීඩකයෙක් උස රළක් උඩින් රණමක් ගසයි ,0.53
2901,කාන්තාවක් කැලයක් අතරින් දිව යයි,ගැහැණු ළමයා කුඹුරක් මැදින් දුවමින් සිටියි,0.67
2902,කාන්තාවක් කැලයක් අතරින් දිව යයි,ගැහැණු ළමයෙකු දුවයි ,0.67
2903,කාන්තාවක් කැලයක් අතරින් දිව යයි,නිල් පැහති ජැකට්ටුවක් සහ අව් කණ්ණාඩි පැළඳ සිටින තරුණියක් එළිමහනේ දිව යයි,0.4
2904,කාන්තාවක් කැලයක් අතරින් දිව යයි,අව් කණ්ණාඩි පැලදි ක්‍රීඩකයෙක් තණ වැවුණු පාර දිගේ දිව යයි ,0.53
2905,ගැහැණු ළමයා කුඹුරක් මැදින් දුවමින් සිටියි,ගැහැණු ළමයෙකු දුවයි ,0.73
2906,ගැහැණු ළමයා කුඹුරක් මැදින් දුවමින් සිටියි,නිල් පැහති ජැකට්ටුවක් සහ අව් කණ්ණාඩි පැළඳ සිටින තරුණියක් එළිමහනේ දිව යයි,0.53
2907,ගැහැණු ළමයා කුඹුරක් මැදින් දුවමින් සිටියි,අව් කණ්ණාඩි පැලදි ක්‍රීඩකයෙක් තණ වැවුණු පාර දිගේ දිව යයි ,0.6
2908,ගැහැණු ළමයෙකු දුවයි ,නිල් පැහති ජැකට්ටුවක් සහ අව් කණ්ණාඩි පැළඳ සිටින තරුණියක් එළිමහනේ දිව යයි,0.6
2909,ගැහැණු ළමයෙකු දුවයි ,අව් කණ්ණාඩි පැලදි ක්‍රීඩකයෙක් තණ වැවුණු පාර දිගේ දිව යයි ,0.6
2910,නිල් පැහති ජැකට්ටුවක් සහ අව් කණ්ණාඩි පැළඳ සිටින තරුණියක් එළිමහනේ දිව යයි,අව් කණ්ණාඩි පැලදි ක්‍රීඩකයෙක් තණ වැවුණු පාර දිගේ දිව යයි ,0.8
2911,සිනා මුසු මුහුණක් සහිත කාන්තාවක් පිටුපසට නැමෙයි,ගැහැණු ළමයා පිටුපසට නැමෙමින් ව්‍යයාම් කරයි,0.8
2912,සිනා මුසු මුහුණක් සහිත කාන්තාවක් පිටුපසට නැමෙයි,ගැහැණු ළමයෙකු ව්‍යායාම කරයි ,0.6
2913,සිනා මුසු මුහුණක් සහිත කාන්තාවක් පිටුපසට නැමෙයි,තරුණියක් අයිස් සහිත පාරක අමුතු ඉරියව්වකින් පෙනී සිටියි,0.47
